request_id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
req_002185,30000,2,1,2,25,-1,1,0,0,0,0,14146,17187,13175,13019,15200,15732,8226,1926,11659,6497,12868,6334
req_002186,120000,2,1,1,25,-2,0,-2,-1,-1,-1,0,21849,0,18796,17848,18009,0,10741,0,12652,9983,17228
req_002187,110000,2,2,2,27,0,0,-2,-2,0,0,8181,10451,0,0,7714,8934,6266,3895,0,0,5735,8320
req_002188,70000,2,2,2,29,-1,-1,-1,-2,-1,-1,3243,4721,4769,0,4796,3786,366,2054,3853,0,2268,925
req_002189,30000,2,3,1,26,2,1,1,0,1,2,15508,14409,11321,11324,14759,12299,248,2541,1423,9481,561,48
req_002190,20000,1,3,1,25,-1,0,0,2,3,-2,1785,1384,1583,1349,1606,0,1168,1162,1451,98,80,0
req_002191,70000,2,2,2,29,1,1,0,1,1,2,12562,12466,15595,15556,15781,16303,215,1300,10665,4871,4959,629
req_002192,250000,2,2,2,24,-1,0,-2,0,0,1,36696,32548,0,30489,23246,35031,35344,22685,0,22418,17605,496
req_002193,50000,1,2,2,27,2,2,0,1,0,2,38167,40344,42278,37270,29978,33564,5794,8019,34963,761,11363,933
req_002194,160000,2,3,1,28,0,1,0,0,0,0,65033,53507,62567,52612,30734,53265,44507,2508,38900,49010,25261,26865
req_002195,130000,2,1,1,26,0,-2,0,0,0,-1,43948,0,34375,34259,33329,36557,33000,0,23647,24297,26805,30576
req_002196,170000,1,2,1,25,0,0,0,1,0,0,50476,58607,58033,49522,35349,55400,48433,37819,11616,12862,18892,36954
req_002197,40000,1,1,1,27,0,2,2,2,2,2,17964,15315,16358,19714,16850,20074,8230,2152,910,2567,5320,569
req_002198,60000,2,2,2,26,1,0,0,0,0,-2,17146,16259,16359,15283,19025,0,1457,10000,10210,7543,8492,0
req_002199,90000,1,1,1,28,0,-1,0,0,1,0,8448,6392,6049,6270,6354,5056,4069,1099,3953,4528,143,1157
req_002200,150000,1,1,2,27,1,0,-1,0,-2,1,63529,78846,69537,62249,0,61124,3212,57308,68564,45841,0,6926
req_002201,190000,2,1,2,26,0,1,1,0,-1,-1,61561,80694,85607,91828,65891,82279,29432,12271,3173,76111,44996,55558
req_002202,50000,2,2,1,27,0,0,0,0,0,0,25894,19975,21754,25321,22867,17650,11023,6150,15184,17257,12307,11990
req_002203,50000,2,2,2,27,1,0,-1,-1,-1,-1,20945,23582,22144,22535,21748,19790,1647,14164,15282,14771,19664,16200
req_002204,80000,1,1,1,27,2,1,0,0,2,2,53068,49231,63753,51797,58587,51673,196,2629,56675,37651,3199,4762
req_002205,60000,2,1,2,29,0,-2,1,0,0,-2,22118,0,22177,27150,23956,0,20333,0,631,26199,22341,0
req_002206,40000,2,2,2,25,0,0,0,0,0,0,18207,21334,15602,19972,14914,14165,9939,20433,9432,13066,12543,6649
req_002207,130000,2,1,3,24,1,1,1,2,-2,-1,55803,48580,49402,41141,0,42224,9243,1551,8434,932,0,35316
req_002208,120000,1,2,1,29,0,1,1,-2,1,0,15260,20396,15950,0,14781,12303,7039,3625,2543,0,255,8837
req_002209,180000,2,2,1,28,1,0,0,0,0,-1,40658,34740,43887,45304,37204,41908,4900,27817,34981,17368,26104,35498
req_002210,260000,1,1,1,29,0,0,0,-1,-1,0,129755,118336,234558,159185,171306,164942,15475,37511,204198,145297,125340,132428
req_002211,40000,2,2,3,23,-1,-1,-2,-1,-1,-1,10335,10472,0,8871,6199,10240,3346,6699,0,5365,3414,4657
req_002212,60000,1,1,1,23,0,-2,0,0,0,0,5373,0,5020,4892,3257,4296,530,0,2763,3535,2027,3581
req_002213,100000,2,1,2,29,0,1,1,0,0,1,56768,40063,37838,48614,38951,35992,36163,2910,13075,29928,19803,3573
req_002214,50000,1,2,1,29,-2,0,-1,-2,-2,-1,0,12374,12399,0,0,13039,0,10330,7519,0,0,8123
req_002215,130000,2,1,1,22,0,0,0,-1,0,0,44285,56030,52878,56355,59340,49278,30786,42660,48591,24133,31692,46369
req_002216,100000,2,2,1,24,0,0,0,0,1,1,14716,14880,18440,18892,16195,17239,1980,10254,8679,10406,930,5525
req_002217,130000,2,2,2,25,-2,1,0,2,-2,1,0,32558,32374,38952,0,35566,0,2040,15796,707,0,1974
req_002218,290000,2,1,2,28,2,-2,1,0,0,-2,71392,0,42536,42903,39439,0,11421,0,1036,15526,29653,0
req_002219,70000,1,2,1,29,-1,0,1,2,0,1,17937,15278,12789,15405,15187,10607,14423,13527,1711,1193,5579,4184
req_002220,260000,2,1,2,29,0,-1,-2,-1,-1,-1,134787,116188,0,114419,110780,92119,56868,103897,0,94901,104475,77281
req_002221,20000,1,3,1,28,2,0,0,0,0,1,12349,8120,7783,9763,7475,7143,1413,5894,2137,8644,1729,172
req_002222,10000,1,2,1,26,-2,3,0,1,1,1,0,1774,1439,1795,1736,1221,0,532,640,10,401,132
req_002223,130000,1,1,1,24,0,0,-1,0,0,0,64046,72489,54125,55305,55152,49752,46952,25631,31315,39866,17303,33880
req_002224,140000,2,2,1,26,1,0,1,0,-2,2,40111,41115,42697,33585,0,38158,2103,31484,5600,9695,0,588
req_002225,50000,2,1,2,27,0,-1,-1,-1,-1,-1,5526,4571,5216,4734,4251,4193,3790,2789,2882,3359,1304,2228
req_002226,50000,1,3,1,29,0,1,1,1,1,0,23846,21813,23717,22436,25209,22286,9346,3182,2404,289,849,20938
req_002227,110000,2,1,2,27,-2,-1,-1,-1,-1,-2,0,8205,8937,7339,7854,0,0,7291,6905,4221,765,0
req_002228,30000,1,1,1,29,2,1,0,1,0,1,12240,10436,14543,15648,9959,9821,694,1322,6620,2303,6096,1982
req_002229,310000,2,2,2,24,3,0,2,1,0,0,190898,196091,209121,224076,127908,193896,14442,111712,44330,32040,115450,121784
req_002230,120000,2,1,1,26,-2,-1,-1,0,0,0,0,17364,19075,21927,19123,19775,0,5969,10940,12151,16262,3123
req_002231,40000,2,4,1,29,-1,-1,-1,0,-2,-1,1550,1082,1150,894,0,1314,1380,204,521,786,0,616
req_002232,100000,1,1,2,27,-1,-2,0,0,0,0,19115,0,19643,20778,19668,17574,5121,0,10813,17714,13303,9443
req_002233,90000,2,2,2,25,0,-1,-1,-1,-1,-1,25831,26745,17356,19199,19629,15581,16201,21237,13256,9446,9552,5682
req_002234,50000,1,2,1,26,0,0,0,0,1,-2,14441,13188,14413,9524,14898,0,13602,10550,12720,5259,1639,0
req_002235,40000,1,3,2,29,0,-2,0,0,-2,1,3302,0,2675,2864,0,2577,1066,0,327,967,0,99
req_002236,120000,2,2,2,27,0,0,2,1,1,0,75133,123652,88778,63882,77388,58810,48101,84556,416,8044,9297,53481
req_002237,130000,2,2,1,26,0,-2,-1,-1,-1,-1,53611,0,46167,50675,43024,48447,41626,0,30973,22990,15481,16645
req_002238,50000,2,1,1,27,0,0,1,0,1,1,24876,23260,21945,25529,16829,23422,10497,14393,5199,16191,1813,3034
req_002239,30000,2,3,1,29,0,0,0,1,1,1,21784,18515,22651,17540,21779,15741,7449,6641,2046,1557,1116,10
req_002240,100000,1,2,1,22,-2,1,1,1,0,0,0,10346,10449,11659,8541,11223,0,511,922,632,7915,5643
req_002241,300000,2,1,2,26,1,0,-2,0,1,0,60449,49345,0,48735,51067,47829,12322,40831,0,45483,4911,33147
req_002242,50000,1,2,2,25,-1,0,0,0,-2,0,7352,8021,6227,6695,0,7012,4152,3425,185,3549,0,4268
req_002243,120000,1,2,2,29,2,2,3,2,2,2,16908,20591,20740,21853,22878,17806,817,994,588,3575,3280,4116
req_002244,40000,1,1,2,28,-2,0,0,1,2,1,0,8269,7038,8453,5484,8460,0,3855,4824,1822,130,161
req_002245,160000,1,1,2,23,-1,0,0,1,0,0,95648,73558,84443,77556,87471,73027,76356,54913,22963,15874,3635,17634
req_002246,140000,1,2,2,27,-1,-2,-1,-1,0,-2,75802,0,91706,64751,72416,0,65250,0,58242,20541,46501,0
req_002247,70000,2,2,1,27,1,1,-2,0,0,0,17828,16383,0,17600,14912,17275,1797,438,0,15229,10320,5410
req_002248,70000,1,2,1,25,0,2,2,1,1,0,8645,10803,10681,10766,9318,9677,2442,769,1391,1651,1531,5382
req_002249,50000,2,1,2,25,2,1,0,0,-2,-1,19238,16561,16801,15923,0,17644,6283,6911,10729,9315,0,4961
req_002250,130000,2,2,2,27,0,0,0,0,0,0,40908,35961,41269,31477,38044,31826,29054,13335,27625,20320,33107,14078
req_002251,80000,1,3,1,29,-1,-1,0,0,0,0,34299,34767,23796,30587,30990,27951,10998,4654,9391,13432,17624,19423
req_002252,130000,1,1,3,24,-1,-1,-1,-2,-1,-1,59205,68192,74552,0,40024,55877,31963,65667,65816,0,25747,22981
req_002253,30000,1,2,1,26,-2,1,0,-2,1,-2,0,11470,9568,0,8119,0,0,3324,5699,0,1038,0
req_002254,250000,2,2,2,29,0,0,0,0,0,0,133084,114688,104395,113609,116301,97087,83822,80610,94594,63135,79819,71424
req_002255,220000,2,1,1,26,0,1,2,2,0,-1,79503,118908,98866,78529,81787,87391,64989,5653,1118,2884,75065,49831
req_002256,100000,1,2,2,25,0,0,-2,0,1,2,54204,53130,0,55033,54495,51848,34351,35027,0,51288,3252,1569
req_002257,120000,1,2,2,29,0,0,0,-1,-1,-1,66208,62275,45341,51760,40475,58893,40655,37353,36110,34173,36173,10196
req_002258,90000,1,1,1,28,-1,-2,-1,-1,0,-1,21054,0,13014,19267,16691,18241,10220,0,7696,17017,13397,10310
req_002259,110000,1,2,1,26,0,0,0,0,0,0,34567,35498,36932,28498,27237,23603,28999,20603,16713,23441,22085,13948
req_002260,60000,1,2,1,25,1,1,2,1,-2,1,11281,16757,17426,18096,0,15059,5133,468,1181,487,0,537
req_002261,80000,1,2,1,25,0,1,0,0,0,0,17600,13227,17472,14553,13713,15216,12271,35,11351,5833,12979,7035
req_002262,170000,2,2,1,22,0,0,2,1,0,-2,74343,41164,58519,54028,59264,0,29917,13386,8297,15594,44679,0
req_002263,380000,2,3,2,29,0,0,0,0,0,0,239511,299748,237355,233338,279944,228945,103924,137393,125210,164075,125901,199959
req_002264,70000,2,2,1,24,0,0,0,0,-1,-1,51496,35986,44488,46068,40568,44526,3323,21213,24575,13473,14055,39236
req_002265,150000,2,1,1,26,-2,-1,-1,-1,-1,-1,0,11815,7148,9997,7713,10466,0,10081,5189,6592,5040,5687
req_002266,160000,2,3,1,24,0,0,1,0,0,0,16445,13510,17465,14668,11435,15006,1958,11388,501,14441,9779,9948
req_002267,130000,2,1,2,29,0,1,0,0,-1,-1,43138,43833,35440,42118,39996,41072,20913,6028,31120,26354,36350,8624
req_002268,240000,2,2,1,25,0,0,-1,-1,-1,-1,182285,208256,185662,139080,142809,157490,144004,73300,106657,96296,63274,129478
req_002269,180000,2,1,2,25,0,-1,-1,-1,-1,-2,105677,84141,62917,83785,83074,0,86659,10406,47598,60157,70876,0
req_002270,150000,1,2,2,24,1,0,0,1,1,1,102845,83991,112095,86819,87854,67150,6203,48450,101746,6598,7221,5020
req_002271,160000,1,3,1,28,1,1,0,-2,0,0,103406,114846,80786,0,116780,120845,16614,11316,37643,0,47775,46215
req_002272,100000,2,1,2,27,0,-1,0,0,0,0,55661,42152,62914,48758,41444,52790,52416,33415,39072,22269,26652,51642
req_002273,80000,2,1,1,28,0,-1,0,1,0,0,32636,29067,37564,31232,28261,31076,29662,15967,37068,568,14938,27637
req_002274,80000,2,2,2,29,0,0,0,0,0,-2,36693,30251,33754,29113,31746,0,19439,21641,26401,22009,26660,0
req_002275,40000,2,1,1,27,0,-2,2,0,1,0,19266,0,15875,16364,15083,11601,9769,0,1352,6409,418,5714
req_002276,50000,2,3,1,27,-2,-2,-2,0,0,0,0,0,0,40785,44404,38971,0,0,0,9852,17846,18591
req_002277,150000,2,4,2,28,1,0,0,-2,-1,0,66314,71259,92708,0,90080,66430,3815,68547,78887,0,34474,59166
req_002278,40000,2,2,1,23,2,1,1,0,0,0,25632,18661,22001,26209,28304,30546,4263,9066,4441,16569,25005,26875
req_002279,120000,1,2,2,27,0,0,-2,0,0,-1,11389,9812,0,7780,9323,6566,7533,5113,0,4856,8861,2479
req_002280,160000,2,1,2,28,-1,0,-1,0,-2,0,33967,33485,32514,32889,0,31016,9966,14818,23849,19889,0,16594
req_002281,100000,1,1,2,24,-1,0,0,-1,0,0,76908,78084,61448,79107,63831,62713,34232,30842,53278,58977,46665,60335
req_002282,50000,2,2,2,26,-1,-1,-1,-1,0,0,36070,36004,46406,46985,40749,31145,25896,21368,30544,35514,38915,13741
req_002283,180000,2,2,2,29,-2,-2,0,0,0,0,0,0,43127,35289,46005,39617,0,0,20487,23278,13322,28592
req_002284,210000,2,2,1,22,-1,-2,-1,-2,0,0,58300,0,68673,0,78223,69038,24122,0,47547,0,41824,42431
req_002285,160000,2,2,2,27,-1,-1,-1,0,0,-1,23754,35220,29689,27592,30160,34596,15609,28671,16639,10120,11272,30192
req_002286,160000,1,1,1,27,0,0,0,0,1,0,83767,78953,68883,75633,85400,64648,36402,34378,54063,44181,11293,47871
req_002287,210000,2,3,2,26,-1,-1,-1,0,0,0,36627,41292,46437,40827,38657,46126,25302,27351,35497,37147,26190,40710
req_002288,30000,2,2,1,24,0,0,2,2,7,2,12058,13265,12612,13234,11329,11659,4258,9271,14,1199,638,15
req_002289,230000,1,2,2,23,-1,-1,-1,0,0,-1,36037,47796,43451,40465,36208,44584,16625,29219,29058,20699,24352,21453
req_002290,30000,2,2,2,28,1,0,0,0,0,1,13739,14300,13876,14304,16169,13708,1103,12844,9489,5617,1342,689
req_002291,320000,2,1,1,26,0,0,0,1,1,1,116045,100240,94335,119383,106158,85183,93251,82227,89457,3682,1199,8896
req_002292,260000,2,2,1,25,0,0,0,0,0,2,18235,15531,15697,15759,14567,18095,15544,6105,12258,11778,6099,207
req_002293,130000,1,2,1,29,0,0,-1,-1,-1,-1,24600,28781,26640,31588,31243,26562,17665,937,9607,18827,27420,14952
req_002294,60000,2,3,1,29,0,0,0,0,-1,-1,23136,21895,22420,19316,15411,20481,9086,19512,14438,15941,12448,4775
req_002295,100000,2,1,1,29,-1,-1,-1,-1,-1,-1,18928,13419,16866,14490,13281,14410,12760,12307,4356,9501,11255,10643
req_002296,80000,2,2,1,24,0,0,0,0,0,0,43386,47128,51472,37855,36463,45930,19182,37491,32997,32121,18366,16481
req_002297,70000,1,1,2,28,0,0,0,0,1,1,14061,14236,15379,13070,13531,12309,2725,5438,4556,11086,9,1661
req_002298,40000,1,2,2,27,-1,-1,0,0,0,0,21105,18150,15332,17221,18979,16774,12896,5788,15117,16721,10352,8072
req_002299,200000,1,2,1,23,0,0,-2,-1,0,-1,53941,36730,0,46786,44703,45982,29342,18235,0,12802,29210,39168
req_002300,50000,2,2,2,28,2,2,2,0,1,1,29020,34273,32130,22691,32428,33319,3703,6557,4670,21318,6305,2227
req_002301,110000,2,3,2,27,-1,0,0,-2,0,0,26955,34890,27867,0,28143,21326,9032,25699,14761,0,17659,14012
req_002302,170000,1,2,1,29,0,1,0,0,0,1,19023,16367,18459,16506,13311,17302,16055,1660,12380,11001,3667,559
req_002303,30000,2,2,1,27,0,0,-2,1,-2,-1,11456,8957,0,9221,0,8880,7253,5077,0,429,0,4224
req_002304,60000,1,2,1,23,0,0,1,4,-2,3,3396,2111,2868,2458,0,2711,1543,1559,538,220,0,141
req_002305,140000,2,4,2,27,0,-2,0,0,0,-1,76154,0,89665,78675,61734,76354,45578,0,70431,44925,38248,37507
req_002306,180000,1,2,1,28,-2,-1,0,-2,0,0,0,46491,39028,0,46098,33753,0,25572,32512,0,42345,27695
req_002307,330000,2,1,1,28,-1,-1,-1,0,-1,0,5664,7602,6771,7386,6991,6508,4173,6198,4017,6569,4817,4267
req_002308,160000,1,1,2,27,0,0,0,0,0,-1,48499,59751,40328,41358,43696,40898,39682,41332,34982,14862,23135,29107
req_002309,130000,2,1,2,28,0,-1,-2,0,0,-1,88573,87338,0,67244,115940,89964,68294,71746,0,48014,96271,54142
req_002310,60000,1,1,2,24,1,1,1,0,-1,0,19914,12826,17714,12393,16949,12445,2706,288,42,1583,14478,6916
req_002311,120000,2,2,2,26,1,1,1,1,0,1,42053,32980,33929,43870,30738,32169,2686,1315,2797,6110,17553,2415
req_002312,90000,2,1,1,29,0,-2,0,-1,-1,-1,31610,0,34684,29171,33684,28843,29916,0,25112,20227,18041,21622
req_002313,400000,1,2,2,26,-1,-1,-1,-1,-1,-1,23330,16535,25532,20271,24145,15811,7297,13717,20097,12740,17106,10082
req_002314,150000,2,2,2,24,0,0,0,0,0,0,85769,83210,77302,64013,71598,84608,74069,46328,42075,51392,35165,31032
req_002315,80000,2,3,1,27,2,0,1,1,0,0,23804,17557,17616,19371,16479,13697,2927,13858,598,2946,8638,1188
req_002316,170000,1,2,1,23,-1,0,0,0,1,0,56832,73618,74870,50729,63418,59481,25430,27152,62824,12288,10194,36634
req_002317,100000,1,2,2,28,0,0,-2,0,2,2,44528,39905,0,60293,44129,46483,40255,34352,0,21135,8808,663
req_002318,70000,2,2,1,24,0,0,0,1,0,2,33811,34872,33938,30696,30264,26911,30272,8559,31668,5513,27648,1038
req_002319,180000,1,1,1,27,0,0,-1,0,0,-1,66282,56742,79592,72537,75610,72682,22431,48582,51989,66277,69605,56270
req_002320,80000,1,2,1,24,0,0,0,0,-2,1,40904,33589,31423,29656,0,23975,10778,21343,29989,12631,0,5084
req_002321,120000,2,2,1,29,0,0,0,0,0,0,55185,27358,49230,44077,46513,42502,39828,18377,34540,22737,33114,28611
req_002322,80000,2,2,1,25,0,0,-2,0,0,1,30415,29144,0,34315,31111,30622,17224,8333,0,22701,21501,83
req_002323,40000,2,2,1,29,0,0,0,0,-2,0,2357,1807,1998,2213,0,1631,2156,1003,1632,401,0,826
req_002324,30000,1,2,2,24,0,-2,0,0,0,0,16930,0,19695,12979,14447,12653,15640,0,12053,4387,10568,6096
req_002325,30000,2,3,1,25,1,0,0,-2,0,-1,8978,12468,15430,0,13530,12565,1910,4455,7691,0,7453,3309
req_002326,140000,2,1,2,27,0,0,0,-1,-1,0,43409,49069,53567,50259,58294,55222,39945,46413,25014,4396,51964,34357
req_002327,70000,2,2,1,29,2,1,1,2,1,2,19721,21428,18843,18621,15681,18675,1702,961,437,762,3932,3820
req_002328,60000,1,1,2,29,0,0,0,-1,0,0,33893,47327,44713,42442,47136,49107,29126,42059,33682,37615,34213,22871
req_002329,100000,2,1,1,25,-1,-1,-1,-1,-1,0,24452,26960,24211,26938,25254,23572,11080,21075,15391,12581,13454,16641
req_002330,90000,2,1,1,26,0,1,0,1,0,-2,48443,44963,51673,44129,43661,0,21525,7458,46814,5900,30529,0
req_002331,80000,1,2,1,28,-1,-1,0,0,0,0,3437,3236,4219,3938,3580,4464,2860,1689,1129,2868,994,2044
req_002332,220000,1,1,1,26,0,-1,-1,-1,-1,-1,206281,197795,201541,201492,186916,182245,147265,126590,94925,67221,50292,49429
req_002333,150000,1,1,2,27,-1,-1,0,-1,-1,0,36391,31326,29729,41042,35432,33477,36251,29487,14441,31586,33365,24454
req_002334,50000,1,2,2,29,0,-1,0,-1,-1,0,22074,16786,20306,17708,25107,21641,11336,10725,9115,13471,15899,18754
req_002335,60000,2,3,2,25,0,0,0,0,-1,0,20363,15331,14986,19352,17237,15781,17061,10888,10461,4049,4784,15172
req_002336,10000,2,1,1,26,1,0,0,0,0,0,4258,5240,4383,5081,4142,3980,16,3174,3890,3493,623,2693
req_002337,60000,2,2,1,22,2,1,0,0,0,0,35098,41457,34108,35119,29070,29103,8173,4863,28582,28617,16787,17643
req_002338,100000,2,2,1,26,1,0,1,1,0,0,19522,20464,24191,21249,28240,23238,2524,17507,2001,920,14545,16075
req_002339,100000,1,1,2,24,-1,0,1,0,0,1,25719,27936,25205,24696,18043,24537,24056,14651,1407,22526,6275,498
req_002340,40000,1,2,1,23,0,0,-2,1,1,7,24991,36277,0,26627,34267,30920,15415,30522,0,9598,5384,2431
req_002341,20000,1,3,1,28,0,0,1,2,1,4,2876,2442,2644,3322,3370,1835,2322,1772,431,944,99,294
req_002342,170000,1,1,1,27,0,1,0,-2,0,0,56635,74556,65484,0,51981,48234,49101,1842,47144,0,42015,40200
req_002343,30000,1,1,2,22,0,0,1,2,2,0,16274,20055,18156,16517,18401,13241,10560,9600,3649,2267,46,10046
req_002344,80000,1,2,1,28,-1,-1,-1,-1,-2,-1,13493,9956,13752,10266,0,12934,5458,5024,7832,8191,0,11630
req_002345,100000,2,1,1,27,-1,-1,0,-1,-1,-1,30583,26774,24048,41123,31462,32299,12333,19158,5598,38630,29821,11712
req_002346,40000,2,2,3,23,0,2,1,-2,1,1,7190,8654,8718,0,7486,10269,2896,155,360,0,1018,960
req_002347,50000,2,1,3,25,2,2,0,2,-2,1,20732,20754,16004,7669,0,15213,456,2073,14912,819,0,197
req_002348,70000,2,1,1,28,0,0,0,0,-1,-1,11553,13139,10463,12781,9053,9079,10219,10366,7666,8508,6420,8050
req_002349,30000,2,2,1,28,0,0,-2,0,0,0,9634,12478,0,8647,6415,9049,7661,9107,0,3644,3158,5750
req_002350,100000,2,2,1,26,0,-1,-1,-1,-1,-1,9821,7887,9622,9969,10474,9241,6108,5274,7425,7297,6768,6097
req_002351,120000,2,2,2,22,0,0,0,0,0,0,20295,18440,22010,16341,16115,19724,10340,5142,9296,14698,10011,17739
req_002352,190000,2,2,2,29,3,2,-2,1,-2,0,39821,34502,0,36467,0,30243,6239,1513,0,3621,0,12162
req_002353,50000,2,2,1,27,-1,0,0,0,-2,0,12825,12625,16314,12849,0,11625,10086,6771,10390,12305,0,9912
req_002354,230000,1,1,2,26,-1,-1,-1,-1,-2,-1,90300,98914,96547,81826,0,82040,23000,81462,84062,67223,0,34610
req_002355,50000,2,2,1,26,0,0,1,2,2,2,16518,21305,15651,17141,18195,13670,11208,3499,2227,5617,1424,3449
req_002356,80000,1,2,2,25,1,0,0,-2,1,1,47351,55850,50396,0,49491,41624,2356,26118,22098,0,7552,5301
req_002357,60000,1,3,2,24,-2,0,-1,-1,0,0,0,26016,24365,24594,20673,20087,0,21494,18587,8187,11312,7319
req_002358,80000,1,1,3,25,0,0,0,0,1,1,19925,13886,13771,14437,14236,14291,5433,9094,6012,12488,853,828
req_002359,120000,2,1,2,23,-1,-1,0,-1,-1,-1,22702,24468,25533,23336,26997,26824,13643,13522,12098,11799,7183,18734
req_002360,60000,1,1,2,27,0,0,0,-1,0,0,35075,31478,31919,28893,25971,28618,18530,26523,25557,9694,20333,20491
req_002361,110000,2,2,2,29,0,0,0,0,-1,0,18470,20915,22440,14602,19234,15692,11458,8935,21182,13817,1243,2892
req_002362,20000,2,3,2,23,0,0,-1,-1,0,0,12096,11807,14549,11233,7078,8900,11220,8473,9414,8324,5336,4315
req_002363,130000,2,1,1,25,0,0,-2,0,0,-1,98029,101274,0,95181,100108,98605,58401,58328,0,63134,81939,77787
req_002364,140000,2,3,2,28,0,0,0,0,0,0,38131,31775,33019,28279,33445,26725,29608,17192,22946,23338,17235,6607
req_002365,130000,2,1,1,29,-1,-1,-1,-1,-1,0,24601,24115,26473,23425,22414,22429,15951,8658,18165,16976,9320,19764
req_002366,290000,2,2,2,27,-1,-1,-1,-1,-1,-1,123879,115859,114200,97676,77130,106732,96388,43574,47390,68619,59663,80103
req_002367,150000,2,1,2,29,0,0,-1,-1,0,-2,77714,83401,81607,71754,85634,0,33558,41358,56939,47975,34590,0
req_002368,60000,2,2,2,27,0,-1,-1,-1,0,-1,34618,24222,32732,30989,30764,30718,25152,14268,16939,6641,5263,11302
req_002369,60000,2,2,2,29,2,1,0,0,1,0,33566,26892,24684,27230,28581,18688,5505,1714,14923,20274,2630,18533
req_002370,100000,1,2,2,26,-2,-2,0,-1,0,-1,0,0,31917,25575,30798,26769,0,0,11415,20099,11281,23303
req_002371,130000,2,1,2,26,1,-2,1,0,-2,0,47034,0,49818,45752,0,45420,8653,0,1969,34213,0,38717
req_002372,470000,2,1,2,29,1,0,0,0,-1,-1,91225,67316,74822,94966,86939,90639,2359,21383,54547,56799,38425,19472
req_002373,110000,1,2,2,29,-2,-1,-1,0,-1,-1,0,46983,38312,30482,34913,34076,0,44338,36215,25066,14544,26716
req_002374,220000,1,1,2,26,0,0,2,0,-2,0,67619,68860,64212,65213,0,46445,65001,44575,6177,19317,0,32797
req_002375,210000,2,1,1,27,0,1,0,-2,0,0,41267,41173,53604,0,32251,44611,31581,10254,26999,0,19259,15964
req_002376,220000,2,3,2,25,0,-1,-1,-1,-1,-1,48893,46342,38533,40696,63051,41507,46191,14810,19724,32253,44453,13300
req_002377,170000,1,1,2,23,0,0,0,0,0,0,57060,98468,71307,87637,74876,78978,34262,60883,51596,45158,58537,75792
req_002378,210000,1,2,1,25,0,0,0,0,0,0,38700,26003,32829,39832,39250,30564,25773,16144,31294,25119,10513,538
req_002379,80000,2,3,1,28,2,1,0,0,0,1,12881,10617,10238,10840,12086,9087,64,1212,3588,4797,10375,184
req_002380,50000,2,2,3,28,0,0,0,0,0,0,18014,17898,15103,22395,16648,15513,10320,16675,12747,15449,12711,14071
req_002381,70000,1,2,1,28,1,1,2,2,1,0,23875,34690,29439,22998,17213,24583,33,2048,260,9396,1061,9014
req_002382,70000,2,2,2,26,2,2,1,0,1,0,74570,61674,51666,51566,58159,58437,3725,13405,1062,36654,596,14692
req_002383,370000,2,2,1,26,0,1,2,1,0,1,80752,103634,69976,69273,71392,62254,28988,9596,9385,6522,53670,6483
req_002384,380000,1,2,2,29,0,0,0,0,1,0,227167,253751,259369,258702,150703,249902,174814,67016,202821,250402,4384,223800
req_002385,50000,1,3,1,23,0,0,0,0,0,-1,30568,30925,27507,29526,26447,22078,29178,11635,3926,21940,21174,8473
req_002386,530000,2,1,1,24,0,0,0,0,-2,0,455490,348624,488928,386953,0,296278,187376,88816,354853,252198,0,205127
req_002387,80000,2,1,2,25,-1,-1,-1,0,-1,0,8276,10951,10008,9668,9792,9146,4153,7288,3619,6527,7305,7309
req_002388,50000,1,2,1,26,1,2,1,-2,2,3,16895,20555,14882,0,17625,22542,72,2128,2233,0,9,2063
req_002389,100000,1,2,1,26,-1,0,0,-2,0,0,28020,30323,27814,0,26528,16472,7985,21064,17310,0,15448,14488
req_002390,110000,2,2,1,28,2,1,0,-2,1,0,77297,63503,73797,0,39609,58068,6564,3490,69181,0,4673,32073
req_002391,40000,1,2,2,28,0,0,0,0,-2,0,28299,16405,29203,26486,0,19185,10603,15974,17965,14681,0,11682
req_002392,150000,2,2,1,29,-1,-1,0,0,0,1,41538,37392,37515,36440,27638,29103,12656,26230,32121,22083,16810,560
req_002393,70000,2,2,1,25,0,0,0,-1,-1,-1,16598,17343,11831,10801,11764,13554,7941,6911,11308,5154,8057,9956
req_002394,80000,2,2,1,28,0,0,-2,0,-1,0,58955,54867,0,53467,42632,41527,46569,54377,0,14564,37173,33249
req_002395,140000,2,2,1,26,1,-2,0,0,0,2,54894,0,39035,57210,62644,54572,1219,0,26563,39843,45597,1454
req_002396,110000,2,1,2,25,0,0,0,0,0,-1,24682,23542,16162,21194,26432,23450,7903,11432,11273,10549,24674,20276
req_002397,40000,2,2,1,28,0,-1,0,2,2,3,13445,12654,13392,11228,10560,9399,7787,6524,9041,3763,25,156
req_002398,50000,1,3,1,26,-1,-1,0,0,0,0,6884,9387,7459,6166,6935,8117,3889,6184,3170,5404,4028,7446
req_002399,90000,2,1,1,27,1,1,0,0,0,0,37452,28774,32468,24291,27830,31880,1217,4429,26105,9955,13666,14899
